id_deputado,id_votacao,tipo_voto
204554,2193540-135,Não
204554,2192459-734,Sim
204554,2192459-730,Sim
204554,2192459-727,Sim
204554,2192459-724,Sim
204554,2192459-704,Não
204554,2192459-696,Sim
204554,2192459-692,Não
204554,2192459-671,Não
204554,2192459-665,Sim
204554,2192459-662,Não
204554,2192459-657,Sim
204554,2192459-653,Sim
204554,2192459-649,Sim
204554,2192459-646,Não
204554,2192459-640,Sim
204554,2192459-636,Sim
204554,2192459-625,Não
204554,2192459-619,Não
204554,2192459-612,Não
204554,2192459-609,Não
204554,2192459-601,Sim
204554,2226336-8,Sim
204554,2215381-8,Sim
204554,2226362-7,Sim
204554,2209381-77,Obstrução
204554,2242488-56,Não
204554,2242488-47,Sim
204554,2242140-81,Não
204554,2242140-72,Não
204554,2230815-71,Não
204554,2230815-65,Não
204554,2242868-76,Não
204554,2229308-92,Sim
204554,2229308-89,Sim
204554,2229308-83,Sim
204554,2229308-77,Sim
204554,2229308-75,Sim
204554,2229308-71,Não
204554,2229308-70,Não
204554,2229308-66,Sim
204554,2229308-65,Sim
204554,2229308-64,Sim
204554,2229308-56,Sim
204554,2229308-55,Sim
204554,2229308-53,Não
204554,2206395-99,Não
204554,2206395-58,Não
204554,2244243-71,Não
204554,2242888-115,Sim
204554,2242888-114,Sim
204554,2242888-111,Sim
204554,2242888-108,Sim
204554,2242888-105,Não
204554,2242888-100,Sim
204554,2242888-95,Não
204554,2242888-93,Não
204554,2242888-78,Não
204554,2242888-71,Sim
204554,2242888-67,Sim
204554,2242888-66,Sim
204554,2242888-60,Não
204554,2242888-56,Não
204554,2242888-48,Não
204554,2242888-38,Não
204554,2246357-57,Não
204554,2242887-152,Não
204554,2255237-7,Não
204554,2230248-6,Sim
204554,1198512-279,Sim
204554,1198512-272,Sim
204554,1198512-257,Sim
204554,1198512-254,Não
204554,1198512-250,Sim
204554,2256542-68,Sim
204554,2256542-32,Não
204554,2253471-108,Não
204554,2255096-53,Não
204554,2255096-29,Não
204554,2253827-32,Não
204554,593065-189,Não
204554,593065-178,Sim
204554,2279545-9,Sim
204554,2267685-96,Sim
204554,2267685-64,Não
204554,2267685-56,Não
204554,2267685-46,Sim
204554,2267685-38,Não
204554,2279744-57,Sim
204554,2279744-54,Não
204554,2279744-49,Não
204554,2279744-42,Não
204554,2283436-69,Sim
204554,2283436-67,Não
204554,2290114-13,Sim
204554,2249925-120,Não
204554,2249925-113,Sim
204554,2249925-110,Não
204554,2313396-56,Sim
204554,2311299-78,Não
204554,2311299-67,Sim
204554,2313734-83,Sim
204554,2313734-76,Sim
204554,2313734-73,Sim
204554,2313734-65,Sim
204554,2313734-62,Não
204554,2313734-59,Sim
204554,2313734-53,Não
204554,2313734-37,Não
204554,2311300-91,Não
204554,2311300-88,Sim
204554,2311300-86,Não
204554,2311300-84,Sim
204554,2311300-81,Sim
204554,2311300-78,Sim
204554,2311300-69,Não
204554,2311300-66,Sim
204554,2311300-63,Não
204554,2311300-60,Não
204554,2311300-57,Não
204554,2310615-55,Sim
204554,2318553-54,Sim
204554,2318553-48,Sim
204554,2300880-94,Sim
204554,2300880-91,Sim
204554,2319485-7,Não
204554,2300880-79,Sim
204554,2300880-76,Não
204554,2329218-177,Não
204554,2331627-9,Sim
204554,2331627-7,Não
204554,2329218-168,Sim
204554,2329218-165,Sim
204554,2329218-162,Sim
204554,2329218-159,Sim
204554,2329218-156,Sim
204554,2329218-153,Sim
204554,2329218-151,Não
204554,2329218-135,Sim
204554,2329218-133,Não
204554,2326450-85,Sim
204521,2193540-135,Não
204521,2192459-734,Sim
204521,2192459-730,Sim
204521,2192459-727,Sim
204521,2192459-724,Sim
204521,2192459-705,Não
204521,2192459-704,Não
204521,2192459-696,Sim
204521,2192459-692,Não
204521,2192459-690,Não
204521,2192459-671,Não
204521,2192459-668,Sim
204521,2192459-665,Sim
204521,2192459-662,Não
204521,2192459-657,Sim
204521,2192459-653,Sim
204521,2192459-649,Sim
204521,2192459-646,Não
204521,2192459-640,Não
204521,2192459-636,Sim
204521,2192459-625,Não
204521,2192459-619,Não
204521,2192459-616,Sim
204521,2192459-612,Não
204521,2192459-609,Não
204521,2192459-601,Sim
204521,2226336-8,Sim
204521,2215381-8,Sim
204521,2226362-7,Sim
204521,2209381-77,Não
204521,2242488-56,Não
204521,2242488-47,Sim
204521,2242140-81,Não
204521,2242140-72,Não
204521,2242140-63,Não
204521,2230815-71,Não
204521,2230815-65,Sim
204521,2242868-76,Não
204521,2229308-92,Sim
204521,2229308-89,Sim
204521,2229308-83,Sim
204521,2229308-80,Sim
204521,2229308-77,Sim
204521,2229308-70,Sim
204521,2229308-66,Sim
204521,2229308-65,Sim
204521,2229308-64,Sim
204521,2229308-56,Sim
204521,2229308-55,Sim
204521,2229308-53,Não
204521,2229308-50,Não
204521,2229308-44,Sim
204521,2206395-99,Não
204521,2206395-58,Não
204521,2244243-71,Não
204521,2242888-115,Sim
204521,2242888-114,Sim
204521,2242888-111,Sim
204521,2242888-108,Sim
204521,2242888-105,Não
204521,2242888-100,Sim
204521,2242888-95,Não
204521,2242888-93,Não
204521,2242888-78,Não
204521,2242888-71,Sim
204521,2242888-67,Sim
204521,2242888-66,Sim
204521,2242888-56,Não
204521,2242888-38,Não
204521,2246357-57,Não
204521,2242887-152,Não
204521,2255237-7,Sim
204521,2230248-6,Sim
204521,1198512-279,Sim
204521,1198512-272,Sim
204521,1198512-250,Sim
204521,2236858-34,Não
204521,2256542-68,Sim
204521,2256542-32,Não
204521,2253471-108,Não
204521,2255096-53,Não
204521,2255096-29,Não
204521,593065-189,Não
204521,593065-178,Sim
204521,593065-172,Não
204521,593065-141,Não
204521,2251926-55,Sim
204521,2277242-56,Não
204521,2267685-64,Não
204521,2267685-46,Sim
204521,2267685-38,Não
204521,2267685-33,Não
204521,2279744-57,Sim
204521,2279744-54,Não
204521,2279744-49,Não
204521,2279744-42,Não
204521,2290114-13,Sim
204521,2203957-126,Não
204521,2203957-123,Sim
204521,2203957-115,Sim
204521,2304142-11,Sim
204521,2304142-8,Não
204521,2249925-120,Não
204521,2249925-113,Sim
204521,2249925-110,Não
204521,2313396-56,Sim
204521,2311299-67,Sim
204521,2313734-83,Sim
204521,2313734-76,Sim
204521,2311300-91,Sim
204521,2311300-88,Sim
204521,2311300-86,Não
204521,2311300-84,Sim
204521,2311300-81,Sim
204521,2311300-69,Não
204521,2311300-66,Sim
204521,2311300-63,Sim
204521,2311300-60,Não
204521,2311300-57,Não
204521,2311300-33,Não
204521,2242238-17,Sim
204521,2319794-7,Sim
204521,2310615-55,Sim
204521,2318553-54,Sim
204521,2318553-51,Sim
204521,2318553-48,Sim
204521,2300880-94,Sim
204521,2300880-91,Sim
204521,2300880-88,Não
204521,2319485-10,Sim
204521,2319485-7,Não
204521,2300880-79,Sim
204521,2300880-76,Não
204521,2329218-207,Sim
204521,2306112-59,Sim
204521,2326450-98,Sim
204521,2326450-90,Sim
204521,2329218-195,Sim
204521,2329218-192,Sim
204521,2329218-182,Sim
204521,2329218-177,Não
204521,2331627-9,Sim
204521,2331627-7,Não
204521,2329218-168,Sim
204521,2329218-165,Sim
204521,2329218-162,Sim
204521,2329218-159,Sim
204521,2329218-156,Sim
204521,2329218-153,Sim
204521,2329218-151,Não
204521,2329218-135,Sim
204521,2329218-133,Não
204521,2326450-85,Sim
204521,2330227-41,Sim
204521,2330227-38,Não
204379,2193540-135,Não
204379,2192459-734,Sim
204379,2192459-730,Sim
204379,2192459-727,Sim
204379,2192459-724,Sim
204379,2192459-705,Não
204379,2192459-704,Não
204379,2192459-696,Sim
204379,2192459-692,Não
204379,2192459-671,Não
204379,2192459-668,Sim
204379,2192459-665,Sim
204379,2192459-662,Não
204379,2192459-657,Sim
204379,2192459-653,Sim
204379,2192459-649,Sim
204379,2192459-646,Não
204379,2192459-640,Sim
204379,2192459-636,Sim
204379,2192459-625,Não
204379,2192459-619,Não
204379,2192459-616,Sim
204379,2192459-612,Não
204379,2226336-8,Sim
204379,2215381-8,Sim
204379,2209381-77,Não
204379,2242488-56,Não
204379,2242488-47,Sim
204379,2242140-81,Sim
204379,2242140-72,Não
204379,2230815-65,Não
204379,2242868-76,Não
204379,2229308-92,Sim
204379,2229308-89,Sim
204379,2229308-83,Sim
204379,2229308-80,Sim
204379,2229308-75,Sim
204379,2229308-70,Sim
204379,2229308-66,Sim
204379,2229308-65,Sim
204379,2229308-64,Sim
204379,2229308-56,Sim
204379,2229308-55,Sim
204379,2229308-50,Não
204379,2229308-44,Sim
204379,2229308-40,Não
204379,2206395-99,Sim
204379,2206395-58,Sim
204379,2206395-55,Não
204379,2244243-71,Não
204379,2244243-62,Sim
204379,2242888-115,Sim
204379,2242888-114,Sim
204379,2242888-111,Sim
204379,2242888-108,Sim
204379,2242888-105,Não
204379,2242888-100,Sim
204379,2242888-95,Não
204379,2242888-66,Sim
204379,2242888-38,Não
204379,2246357-57,Não
204379,2255237-7,Não
204379,2253458-7,Sim
204379,1198512-279,Sim
204379,1198512-272,Sim
204379,1198512-257,Sim
204379,1198512-254,Não
204379,1198512-250,Sim
204379,2236858-34,Não
204379,2256542-68,Sim
204379,2253471-108,Sim
204379,2255096-53,Não
204379,2255096-29,Não
204379,2253827-32,Não
204379,593065-189,Não
204379,593065-178,Sim
204379,593065-172,Não
204379,593065-141,Não
204379,2277242-56,Sim
204379,2279545-9,Sim
204379,2267685-96,Sim
204379,2267685-64,Não
204379,2267685-56,Não
204379,2267685-46,Sim
204379,2267685-38,Não
204379,2283436-67,Não
204379,2283436-57,Não
204379,2290114-13,Sim
204379,2203957-126,Não
204379,2203957-123,Sim
204379,2203957-115,Sim
204379,2190265-63,Sim
204379,2304142-11,Sim
204379,2304142-8,Não
204379,2311300-88,Sim
204379,2311300-86,Não
204379,2311300-84,Sim
204379,2311300-81,Sim
204379,2311300-69,Não
204379,2311300-66,Sim
204379,2311300-63,Não
204379,2311300-60,Não
204379,2311300-57,Não
204379,2310615-55,Sim
204379,2318553-54,Sim
204379,2318553-51,Sim
204379,2318553-48,Sim
204379,2300880-94,Sim
204379,2300880-88,Não
204379,2319485-10,Sim
204379,2300880-79,Sim
204379,2330598-8,Sim
204379,1701050-140,Sim
204379,1701050-124,Sim
204379,2306112-69,Sim
204379,2306112-62,Sim
204379,2306112-59,Sim
204379,2326450-98,Sim
204379,2326450-90,Sim
204379,2329218-195,Sim
204379,2329218-192,Sim
204379,2329218-182,Sim
204379,2329218-177,Não
204379,2331627-9,Sim
204379,2331627-7,Não
204379,2329218-168,Sim
204379,2329218-165,Sim
204379,2329218-162,Sim
204379,2329218-159,Sim
204379,2329218-156,Sim
204379,2329218-153,Sim
204379,2329218-151,Não
204560,2193540-135,Sim
204560,2192459-734,Sim
204560,2192459-730,Sim
204560,2192459-727,Sim
204560,2192459-724,Sim
204560,2192459-705,Não
204560,2192459-704,Não
204560,2192459-696,Sim
204560,2192459-692,Não
204560,2192459-690,Não
204560,2192459-671,Não
204560,2192459-668,Sim
204560,2192459-665,Sim
204560,2192459-657,Sim
204560,2192459-653,Sim
204560,2192459-649,Sim
204560,2192459-646,Não
204560,2192459-640,Não
204560,2192459-636,Sim
204560,2192459-625,Não
204560,2192459-619,Não
204560,2192459-616,Sim
204560,2192459-612,Não
204560,2192459-609,Não
204560,2192459-601,Sim
204560,2226336-8,Sim
204560,2215381-8,Sim
204560,2226362-7,Sim
204560,2209381-77,Não
204560,2242488-47,Sim
204560,2242140-81,Não
204560,2242140-72,Não
204560,2242140-63,Não
204560,2230815-71,Sim
204560,2230815-65,Não
204560,2242868-76,Sim
204560,2229308-92,Não
204560,2229308-89,Sim
204560,2229308-83,Não
204560,2229308-80,Sim
204560,2229308-77,Sim
204560,2229308-75,Sim
204560,2229308-71,Sim
204560,2229308-66,Sim
204560,2229308-65,Sim
204560,2229308-64,Sim
204560,2229308-56,Sim
204560,2229308-55,Sim
204560,2229308-53,Não
204560,2229308-50,Não
204560,2229308-40,Não
204560,2206395-99,Não
204560,2206395-58,Não
204560,2206395-55,Não
204560,2244243-62,Sim
204560,2242888-115,Sim
204560,2242888-114,Sim
204560,2242888-111,Sim
204560,2242888-108,Sim
204560,2242888-105,Não
204560,2242888-100,Sim
204560,2242888-95,Não
204560,2242888-93,Não
204560,2242888-78,Sim
204560,2242888-71,Sim
204560,2242888-67,Sim
204560,2242888-66,Sim
204560,2242888-60,Não
204560,2242888-56,Não
204560,2242888-48,Não
204560,2242888-38,Não
204560,2246357-57,Não
204560,2242887-152,Não
204560,2255237-7,Sim
204560,2253458-7,Sim
204560,1198512-279,Sim
204560,1198512-272,Sim
204560,1198512-257,Sim
204560,1198512-254,Não
204560,1198512-250,Sim
204560,2256542-68,Sim
204560,2256542-32,Não
204560,2255096-53,Não
204560,2255096-29,Não
204560,593065-189,Não
204560,593065-178,Sim
204560,593065-172,Não
204560,2251926-55,Sim
204560,2277242-56,Sim
204560,2279545-9,Sim
204560,2267685-56,Não
204560,2267685-46,Sim
204560,2267685-38,Não
204560,2267685-33,Não
204560,2279744-57,Sim
204560,2279744-54,Não
204560,2279744-49,Não
204560,2279744-42,Não
204560,2283436-69,Sim
204560,2283436-67,Não
204560,2283436-57,Não
204560,2290114-13,Sim
204560,2203957-126,Não
204560,2203957-123,Sim
204560,2203957-115,Sim
204560,2190265-63,Sim
204560,2304142-11,Sim
204560,2304142-8,Não
204560,2249925-120,Não
204560,2249925-113,Sim
204560,2249925-110,Não
204560,2313396-56,Sim
204560,2311299-67,Sim
204560,2313734-53,Não
204560,2313734-37,Não
204560,2311300-63,Sim
204560,2311300-57,Não
204560,2242238-17,Sim
204560,2319794-7,Sim
204560,2310615-55,Sim
204560,2318553-54,Sim
204560,2318553-51,Sim
204560,2318553-48,Sim
204560,2300880-94,Sim
204560,2300880-91,Sim
204560,2300880-88,Não
204560,2319485-10,Sim
204560,2319485-7,Não
204560,2300880-79,Sim
204560,2300880-76,Não
204560,2330598-8,Sim
204560,1701050-140,Sim
204560,1701050-129,Não
204560,1701050-124,Sim
204560,2306112-69,Sim
204560,2306112-62,Sim
204560,2306112-59,Sim
204560,2326450-98,Sim
204560,2326450-90,Sim
204560,2329218-195,Sim
204560,2329218-192,Sim
204560,2329218-182,Sim
204560,2329218-177,Não
204560,2331627-9,Sim
204560,2331627-7,Não
204560,2329218-168,Sim
204560,2329218-165,Sim
204560,2329218-162,Sim
204560,2329218-159,Sim
204560,2329218-156,Sim
204560,2329218-153,Sim
204560,2329218-151,Não
204560,2329218-135,Sim
204560,2329218-133,Não
204560,2326450-85,Sim
204528,2193540-135,Sim
204528,2192459-734,Sim
204528,2192459-730,Sim
204528,2192459-727,Sim
204528,2192459-724,Sim
204528,2192459-705,Não
204528,2192459-704,Sim
204528,2192459-696,Sim
204528,2192459-692,Não
204528,2192459-690,Não
204528,2192459-671,Sim
204528,2192459-668,Não
204528,2192459-665,Sim
204528,2192459-662,Não
204528,2192459-657,Sim
204528,2192459-653,Sim
204528,2192459-649,Sim
204528,2192459-646,Não
204528,2192459-640,Não
204528,2192459-636,Sim
204528,2192459-625,Não
204528,2192459-619,Não
204528,2192459-616,Sim
204528,2192459-612,Não
204528,2192459-609,Não
204528,2192459-601,Sim
204528,2226336-8,Sim
204528,2215381-8,Não
204528,2226362-7,Sim
204528,2209381-77,Não
204528,2236213-24,Não
204528,2242488-56,Não
204528,2242488-47,Não
204528,2242140-81,Não
204528,2242140-72,Não
204528,2242140-63,Não
204528,2230815-71,Não
204528,2230815-65,Não
204528,2242868-76,Não
204528,2229308-92,Sim
204528,2229308-89,Sim
204528,2229308-83,Sim
204528,2229308-77,Sim
204528,2229308-75,Sim
204528,2229308-71,Sim
204528,2229308-70,Sim
204528,2229308-66,Sim
204528,2229308-65,Não
204528,2229308-64,Não
204528,2229308-56,Sim
204528,2229308-55,Sim
204528,2229308-53,Não
204528,2229308-50,Não
204528,2229308-44,Sim
204528,2229308-40,Não
204528,2206395-99,Não
204528,2206395-58,Não
204528,2206395-55,Não
204528,2244243-71,Não
204528,2244243-62,Não
204528,2242888-115,Sim
204528,2242888-114,Sim
204528,2242888-111,Sim
204528,2242888-108,Sim
204528,2242888-105,Não
204528,2242888-100,Sim
204528,2242888-95,Não
204528,2242888-93,Não
204528,2242888-78,Não
204528,2242888-71,Sim
204528,2242888-67,Sim
204528,2242888-66,Sim
204528,2242888-60,Não
204528,2242888-56,Não
204528,2242888-48,Não
204528,2242888-38,Não
204528,2246357-57,Não
204528,2242887-152,Não
204528,2255237-7,Não
204528,2230248-6,Sim
204528,1198512-279,Não
204528,1198512-272,Sim
204528,1198512-257,Não
204528,1198512-254,Não
204528,1198512-250,Sim
204528,2236858-34,Sim
204528,2256542-68,Não
204528,2256542-32,Sim
204528,2253471-108,Não
204528,2255096-53,Sim
204528,2255096-29,Sim
204528,2253827-32,Sim
204528,593065-189,Não
204528,593065-178,Sim
204528,593065-172,Não
204528,2251926-55,Sim
204528,2277242-56,Não
204528,2279545-9,Não
204528,2267685-96,Não
204528,2267685-64,Sim
204528,2267685-56,Obstrução
204528,2267685-46,Obstrução
204528,2267685-38,Obstrução
204528,2267685-33,Sim
204528,2192288-85,Não
204528,2279744-57,Sim
204528,2279744-54,Sim
204528,2279744-49,Sim
204528,2279744-42,Sim
204528,2283436-69,Não
204528,2283436-67,Não
204528,2283436-58,Não
204528,2290114-13,Sim
204528,2203957-126,Não
204528,2203957-123,Sim
204528,2203957-115,Sim
204528,2190265-63,Sim
204528,2304142-11,Não
204528,2304142-8,Sim
204528,2249925-120,Não
204528,2249925-113,Sim
204528,2249925-110,Não
204528,2313396-56,Sim
204528,2311299-78,Não
204528,2311299-67,Não
204528,2313734-83,Sim
204528,2313734-76,Sim
204528,2313734-73,Não
204528,2313734-70,Sim
204528,2313734-65,Sim
204528,2313734-62,Não
204528,2313734-59,Sim
204528,2313734-53,Não
204528,2313734-42,Não
204528,2313734-37,Não
204528,2311300-91,Não
204528,2311300-88,Não
204528,2311300-86,Não
204528,2311300-84,Não
204528,2311300-81,Sim
204528,2311300-78,Não
204528,2311300-69,Sim
204528,2311300-66,Sim
204528,2311300-63,Não
204528,2311300-60,Não
204528,2311300-57,Sim
204528,2311300-33,Sim
204528,2242238-17,Sim
204528,2319794-7,Sim
204528,2310615-55,Sim
204528,2318553-54,Não
204528,2318553-51,Não
204528,2318553-48,Não
204528,2300880-94,Sim
204528,2300880-91,Sim
204528,2300880-88,Artigo 17
204528,2319485-10,Artigo 17
204528,2319485-7,Artigo 17
204528,2300880-79,Sim
204528,2300880-76,Artigo 17
204528,2330598-8,Sim
204528,1701050-140,Sim
204528,1701050-129,Sim
204528,1701050-124,Sim
204528,2306112-69,Sim
204528,2306112-62,Não
204528,2306112-59,Sim
204528,2326450-98,Não
204528,2326450-90,Não
204528,2329218-195,Sim
204528,2329218-192,Não
204528,2329218-182,Não
204528,2332521-2,Não
204528,2329218-177,Sim
204528,2331627-9,Não
204528,2331627-7,Sim
204528,2329218-168,Sim
204528,2329218-165,Sim
204528,2329218-162,Sim
204528,2329218-159,Não
204528,2329218-156,Não
204528,2329218-153,Não
204528,2329218-151,Sim
204528,2329218-135,Não
204528,2329218-133,Sim
204528,2326450-85,Não
204528,2330227-51,Sim
204528,2330227-45,Sim
204528,2330227-41,Sim
204528,2330227-38,Não
204528,1301482-127,Não
121948,2193540-135,Não
121948,2192459-734,Sim
121948,2192459-730,Sim
121948,2192459-727,Sim
121948,2192459-724,Sim
121948,2192459-705,Não
121948,2192459-704,Não
121948,2192459-696,Sim
121948,2192459-692,Não
121948,2192459-690,Não
121948,2192459-668,Sim
121948,2192459-665,Sim
121948,2192459-662,Não
121948,2192459-657,Sim
121948,2192459-653,Sim
121948,2192459-649,Sim
121948,2192459-646,Não
121948,2192459-640,Sim
121948,2192459-636,Sim
121948,2192459-619,Não
121948,2192459-616,Sim
121948,2192459-612,Não
121948,2192459-609,Não
121948,2192459-601,Sim
121948,2226336-8,Sim
121948,2215381-8,Sim
121948,2226362-7,Sim
121948,2209381-77,Não
121948,2236213-24,Não
121948,2242488-56,Não
121948,2242488-47,Sim
121948,2242140-81,Não
121948,2242140-72,Não
121948,2242140-63,Não
121948,2230815-71,Sim
121948,2230815-65,Não
121948,2242868-76,Não
121948,2229308-92,Sim
121948,2229308-89,Sim
121948,2229308-83,Sim
121948,2229308-80,Sim
121948,2229308-77,Sim
121948,2229308-75,Sim
121948,2229308-71,Não
121948,2229308-70,Sim
121948,2229308-66,Sim
121948,2229308-65,Sim
121948,2229308-64,Sim
121948,2229308-56,Sim
121948,2229308-55,Sim
121948,2229308-53,Não
121948,2229308-44,Sim
121948,2229308-40,Não
121948,2206395-99,Sim
121948,2206395-58,Sim
121948,2206395-55,Sim
121948,2244243-71,Não
121948,2244243-62,Sim
121948,2242888-115,Sim
121948,2242888-114,Sim
121948,2242888-111,Sim
121948,2242888-108,Sim
121948,2242888-105,Não
121948,2242888-100,Sim
121948,2242888-95,Não
121948,2242888-93,Não
121948,2242888-78,Não
121948,2242888-71,Sim
121948,2242888-67,Sim
121948,2242888-66,Sim
121948,2242888-56,Não
121948,2242888-48,Não
121948,2242887-152,Não
121948,2255237-7,Sim
121948,2253458-7,Sim
121948,2230248-6,Sim
121948,1198512-279,Sim
121948,1198512-272,Sim
121948,1198512-257,Sim
121948,1198512-254,Não
121948,1198512-250,Sim
121948,2236858-34,Não
121948,2256542-68,Sim
121948,2256542-32,Não
121948,2253471-108,Não
121948,2255096-53,Não
121948,2255096-29,Não
121948,2253827-32,Não
121948,593065-189,Não
121948,593065-178,Sim
121948,593065-172,Não
121948,593065-141,Não
121948,2251926-55,Sim
121948,2277242-56,Sim
121948,2279545-9,Sim
121948,2267685-64,Não
121948,2267685-56,Não
121948,2267685-46,Sim
121948,2267685-38,Não
121948,2279744-57,Sim
121948,2279744-54,Não
121948,2279744-49,Não
121948,2279744-42,Não
121948,2283436-69,Sim
121948,2283436-57,Não
121948,2290114-13,Sim
121948,2203957-126,Não
121948,2203957-123,Sim
121948,2203957-115,Sim
121948,2304142-11,Sim
121948,2304142-8,Não
121948,2249925-120,Não
121948,2249925-113,Sim
121948,2249925-110,Não
121948,2313396-56,Sim
121948,2311299-78,Não
121948,2311299-67,Sim
121948,2313734-83,Sim
121948,2313734-76,Sim
121948,2313734-73,Não
121948,2313734-70,Sim
121948,2313734-65,Sim
121948,2313734-62,Sim
121948,2313734-59,Sim
121948,2313734-53,Não
121948,2313734-42,Não
121948,2313734-37,Não
121948,2311300-91,Sim
121948,2311300-88,Sim
121948,2311300-86,Não
121948,2311300-84,Sim
121948,2311300-81,Sim
121948,2311300-78,Sim
121948,2311300-69,Não
121948,2311300-66,Sim
121948,2311300-63,Não
121948,2311300-60,Não
121948,2311300-57,Não
121948,2311300-33,Não
121948,2242238-17,Sim
121948,2319794-7,Sim
121948,2310615-55,Sim
121948,2318553-54,Sim
121948,2318553-48,Sim
121948,2300880-94,Sim
121948,2300880-91,Sim
121948,2300880-88,Não
121948,2319485-10,Sim
121948,2319485-7,Não
121948,2300880-79,Sim
121948,2300880-76,Não
121948,2330598-8,Sim
121948,1701050-140,Sim
121948,1701050-129,Não
121948,1701050-124,Sim
121948,2306112-62,Sim
121948,2306112-59,Sim
121948,2326450-98,Sim
121948,2326450-90,Sim
121948,2329218-195,Sim
121948,2329218-192,Sim
121948,2329218-182,Sim
121948,2329218-177,Não
121948,2331627-9,Sim
121948,2331627-7,Não
121948,2329218-168,Sim
121948,2329218-165,Sim
121948,2329218-162,Sim
121948,2329218-159,Sim
121948,2329218-156,Sim
121948,2329218-153,Sim
121948,2329218-151,Não
121948,2329218-135,Sim
121948,2329218-133,Não
121948,2326450-85,Sim
121948,2330227-51,Sim
121948,2330227-45,Sim
121948,2330227-41,Sim
121948,2330227-38,Não
121948,1301482-127,Não
74646,2193540-135,Sim
74646,2192459-734,Sim
74646,2192459-730,Sim
74646,2192459-727,Sim
74646,2192459-724,Sim
74646,2192459-704,Não
74646,2192459-696,Sim
74646,2192459-692,Não
74646,2192459-671,Não
74646,2192459-668,Sim
74646,2192459-665,Sim
74646,2192459-657,Sim
74646,2192459-653,Sim
74646,2192459-649,Sim
74646,2192459-646,Não
74646,2192459-636,Sim
74646,2192459-619,Não
74646,2192459-616,Sim
74646,2192459-601,Sim
74646,2209381-77,Não
74646,2236213-24,Não
74646,2242488-56,Não
74646,2242488-47,Sim
74646,2242868-76,Sim
74646,2229308-92,Não
74646,2229308-66,Sim
74646,2229308-56,Sim
74646,2229308-55,Sim
74646,2229308-44,Sim
74646,2229308-40,Não
74646,2206395-55,Não
74646,2242888-105,Não
74646,2242888-100,Sim
74646,2242888-93,Não
74646,2242888-78,Não
74646,2242888-71,Sim
74646,2242888-67,Sim
74646,2242888-60,Não
74646,2242888-56,Não
74646,2242888-48,Não
74646,2242888-38,Não
74646,2246357-57,Não
74646,2242887-152,Não
74646,2255237-7,Sim
74646,2253458-7,Sim
74646,1198512-279,Sim
74646,1198512-272,Sim
74646,1198512-254,Não
74646,1198512-250,Sim
74646,2256542-68,Sim
74646,2253471-108,Sim
74646,593065-189,Não
74646,593065-178,Sim
74646,2279545-9,Sim
74646,2267685-33,Não
74646,2279744-57,Sim
74646,2290114-13,Sim
74646,2203957-123,Sim
74646,2190265-63,Sim
74646,2304142-11,Sim
74646,2304142-8,Não
74646,2249925-120,Não
74646,2249925-113,Sim
74646,2249925-110,Não
74646,2313396-56,Sim
74646,2311299-78,Não
74646,2311299-67,Sim
74646,2313734-83,Sim
74646,2313734-73,Sim
74646,2313734-70,Sim
74646,2313734-59,Sim
74646,2313734-53,Não
74646,2313734-37,Não
74646,2311300-88,Sim
74646,2311300-86,Não
74646,2311300-84,Sim
74646,2311300-69,Sim
74646,2311300-63,Sim
74646,2311300-33,Não
74646,2242238-17,Sim
74646,2319794-7,Sim
74646,2310615-55,Sim
74646,2318553-54,Sim
74646,2318553-51,Sim
74646,2318553-48,Sim
74646,2300880-91,Sim
74646,2319485-10,Sim
74646,2300880-79,Sim
74646,2300880-76,Não
74646,2330598-8,Sim
74646,1701050-140,Sim
74646,1701050-129,Não
74646,1701050-124,Sim
74646,2306112-69,Sim
74646,2306112-62,Sim
74646,2306112-59,Sim
74646,2326450-98,Sim
74646,2326450-90,Sim
74646,2329218-195,Sim
74646,2329218-192,Sim
74646,2329218-182,Sim
74646,2329218-177,Não
74646,2331627-9,Sim
74646,2331627-7,Não
74646,2329218-168,Sim
74646,2329218-165,Sim
74646,2329218-162,Sim
74646,2329218-159,Sim
74646,2329218-156,Sim
74646,2329218-153,Sim
74646,2326450-85,Sim
74646,2330227-38,Sim
74646,1301482-127,Não
141372,2267685-96,Sim
141372,2267685-64,Não
141372,2267685-46,Sim
141372,2267685-33,Não
141372,2279744-42,Não
141372,2283436-69,Sim
141372,2283436-58,Sim
141372,2304142-11,Sim
141372,2249925-120,Não
141372,2249925-110,Não
141372,2313396-56,Sim
141372,2311299-78,Não
141372,2311299-67,Sim
141372,2313734-83,Sim
141372,2313734-70,Sim
141372,2313734-65,Sim
141372,2313734-62,Sim
141372,2313734-59,Sim
141372,2313734-53,Não
141372,2311300-91,Sim
141372,2311300-84,Sim
141372,2311300-78,Sim
141372,2311300-69,Não
141372,2311300-66,Sim
141372,2311300-63,Não
141372,2311300-33,Não
141372,2242238-17,Sim
141372,2319794-7,Sim
141372,2318553-54,Sim
141372,2318553-51,Sim
141372,2300880-94,Sim
141372,2300880-91,Sim
141372,2319485-7,Não
141372,2300880-79,Sim
141372,2300880-76,Não
141372,1701050-124,Sim
141372,2306112-59,Sim
141372,2326450-90,Sim
141372,2329218-195,Sim
141372,2329218-192,Sim
141372,2329218-182,Sim
141372,2329218-177,Não
141372,2331627-9,Não
