id,uri,data,dataHoraRegistro,siglaOrgao,uriOrgao,uriEvento,proposicaoObjeto,uriProposicaoObjeto,descricao,aprovacao
2192283-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2192283-26,2019-02-20,2020-11-17T14:13:41,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2192225-28,https://dadosabertos.camara.leg.br/api/v2/votacoes/2192225-28,2019-02-20,2020-11-17T14:13:21,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2192224-29,https://dadosabertos.camara.leg.br/api/v2/votacoes/2192224-29,2019-02-20,2020-11-17T14:13:20,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2192207-28,https://dadosabertos.camara.leg.br/api/v2/votacoes/2192207-28,2019-02-20,2020-11-17T14:13:20,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2192199-29,https://dadosabertos.camara.leg.br/api/v2/votacoes/2192199-29,2019-02-20,2020-11-17T14:13:20,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2192190-28,https://dadosabertos.camara.leg.br/api/v2/votacoes/2192190-28,2019-02-20,2020-11-17T14:13:20,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2192175-28,https://dadosabertos.camara.leg.br/api/v2/votacoes/2192175-28,2019-02-20,2020-11-17T14:13:20,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2192174-28,https://dadosabertos.camara.leg.br/api/v2/votacoes/2192174-28,2019-02-20,2020-11-17T14:13:19,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2192154-21,https://dadosabertos.camara.leg.br/api/v2/votacoes/2192154-21,2019-02-20,2020-11-17T14:13:19,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2192152-22,https://dadosabertos.camara.leg.br/api/v2/votacoes/2192152-22,2019-02-20,2020-11-17T14:13:19,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2192134-28,https://dadosabertos.camara.leg.br/api/v2/votacoes/2192134-28,2019-02-20,2020-11-17T14:13:19,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2192133-28,https://dadosabertos.camara.leg.br/api/v2/votacoes/2192133-28,2019-02-20,2020-11-17T14:13:18,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2192106-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2192106-26,2019-02-20,2020-11-17T14:13:18,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2192072-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2192072-26,2019-02-20,2020-11-17T14:13:18,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2192054-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2192054-26,2019-02-20,2020-11-17T14:13:18,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2192051-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2192051-26,2019-02-20,2020-11-17T14:13:18,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2192046-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2192046-26,2019-02-20,2020-11-17T14:13:18,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2192044-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2192044-26,2019-02-20,2020-11-17T14:13:18,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2192036-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2192036-26,2019-02-20,2020-11-17T14:13:18,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2192029-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2192029-26,2019-02-20,2020-11-17T14:13:17,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191931-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191931-26,2019-02-20,2020-11-17T14:13:17,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191903-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191903-26,2019-02-20,2020-11-17T14:13:17,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191893-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191893-26,2019-02-20,2020-11-17T14:13:17,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191890-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191890-26,2019-02-20,2020-11-17T14:13:17,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191889-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191889-26,2019-02-20,2020-11-17T14:13:17,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191888-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191888-26,2019-02-20,2020-11-17T14:13:17,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191884-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191884-26,2019-02-20,2020-11-17T14:13:16,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191856-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191856-26,2019-02-20,2020-11-17T14:13:16,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191855-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191855-26,2019-02-20,2020-11-17T14:13:16,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191853-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191853-26,2019-02-20,2020-11-17T14:13:16,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191852-29,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191852-29,2019-02-20,2020-11-17T14:13:16,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191851-28,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191851-28,2019-02-20,2020-11-17T14:13:16,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191850-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191850-26,2019-02-20,2020-11-17T14:13:16,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191848-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191848-26,2019-02-20,2020-11-17T14:13:16,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191847-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191847-26,2019-02-20,2020-11-17T14:13:16,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191846-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191846-26,2019-02-20,2020-11-17T14:13:15,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191845-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191845-26,2019-02-20,2020-11-17T14:13:15,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191843-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191843-26,2019-02-20,2020-11-17T14:13:15,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191842-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191842-26,2019-02-20,2020-11-17T14:13:15,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191841-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191841-26,2019-02-20,2020-11-17T14:13:15,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191826-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191826-26,2019-02-20,2020-11-17T14:13:15,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191825-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191825-26,2019-02-20,2020-11-17T14:13:15,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191824-28,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191824-28,2019-02-20,2020-11-17T14:13:15,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191823-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191823-26,2019-02-20,2020-11-17T14:13:15,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191822-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191822-26,2019-02-20,2020-11-17T14:13:14,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191821-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191821-26,2019-02-20,2020-11-17T14:13:14,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191820-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191820-26,2019-02-20,2020-11-17T14:13:14,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191819-27,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191819-27,2019-02-20,2020-11-17T14:13:14,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191818-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191818-26,2019-02-20,2020-11-17T14:13:14,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191773-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191773-26,2019-02-20,2020-11-17T14:13:14,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191761-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191761-26,2019-02-20,2020-11-17T14:13:14,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191756-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191756-26,2019-02-20,2020-11-17T14:13:14,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191729-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191729-26,2019-02-20,2020-11-17T14:13:14,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191720-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191720-26,2019-02-20,2020-11-17T14:13:13,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191718-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191718-26,2019-02-20,2020-11-17T14:13:13,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191716-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191716-26,2019-02-20,2020-11-17T14:13:13,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191715-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191715-26,2019-02-20,2020-11-17T14:13:13,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191664-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191664-26,2019-02-20,2020-11-17T14:13:13,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191618-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191618-26,2019-02-20,2020-11-17T14:13:13,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191616-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191616-26,2019-02-20,2020-11-17T14:13:13,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191615-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191615-26,2019-02-20,2020-11-17T14:13:13,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191613-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191613-26,2019-02-20,2020-11-17T14:13:13,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191612-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191612-26,2019-02-20,2020-11-17T14:13:13,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191611-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191611-26,2019-02-20,2020-11-17T14:13:12,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191610-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191610-26,2019-02-20,2020-11-17T14:13:12,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191609-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191609-26,2019-02-20,2020-11-17T14:13:12,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191608-28,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191608-28,2019-02-20,2020-11-17T14:13:12,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191607-28,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191607-28,2019-02-20,2020-11-17T14:13:12,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191606-28,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191606-28,2019-02-20,2020-11-17T14:13:12,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191605-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191605-26,2019-02-20,2020-11-17T14:13:12,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191604-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191604-26,2019-02-20,2020-11-17T14:13:11,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191561-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191561-26,2019-02-20,2020-11-17T14:13:11,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191557-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191557-26,2019-02-20,2020-11-17T14:13:11,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191556-28,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191556-28,2019-02-20,2020-11-17T14:13:11,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191555-28,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191555-28,2019-02-20,2020-11-17T14:13:11,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191554-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191554-26,2019-02-20,2020-11-17T14:13:11,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191540-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191540-26,2019-02-20,2020-11-17T14:13:11,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191538-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191538-26,2019-02-20,2020-11-17T14:13:11,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191537-26,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191537-26,2019-02-20,2020-11-17T14:13:11,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191532-28,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191532-28,2019-02-20,2020-11-17T14:13:10,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191529-25,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191529-25,2019-02-20,2020-11-17T14:11:47,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191528-30,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191528-30,2019-02-20,2020-11-17T14:11:47,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2191509-29,https://dadosabertos.camara.leg.br/api/v2/votacoes/2191509-29,2019-02-20,2020-11-17T14:11:47,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,https://dadosabertos.camara.leg.br/api/v2/eventos/54672,,,Aprovado o Parecer.,1
2198831-5,https://dadosabertos.camara.leg.br/api/v2/votacoes/2198831-5,2019-04-24,2019-04-25T10:59:20,CSPCCO,https://dadosabertos.camara.leg.br/api/v2/orgaos/5503,https://dadosabertos.camara.leg.br/api/v2/eventos/55143,REQ 39/2019 CSPCCO,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2198831,Aprovado.,1
2173274-72,https://dadosabertos.camara.leg.br/api/v2/votacoes/2173274-72,2019-04-24,2019-04-24T21:14:49,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/55236,,,"Aprovada a Redação Final assinada pelo Relator, Dep. Célio Studart (PV-CE).",1
2173274-69,https://dadosabertos.camara.leg.br/api/v2/votacoes/2173274-69,2019-04-24,2019-04-24T21:10:57,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/55236,,,Aprovada a Emenda de Plenário nº 1.,1
2173274-67,https://dadosabertos.camara.leg.br/api/v2/votacoes/2173274-67,2019-04-24,2019-04-24T21:09:59,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/55236,,,"Aprovado o Substitutivo ao Projeto de Lei nº 10.119, de 2018, adotado pelo Relator da Comissão de Constituição e Justiça e de Cidadania.",1
2199213-6,https://dadosabertos.camara.leg.br/api/v2/votacoes/2199213-6,2019-04-24,2019-04-24T20:45:19,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/55236,REQ 1306/2019 => PL 9382/2017,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199213,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1
2187337-60,https://dadosabertos.camara.leg.br/api/v2/votacoes/2187337-60,2019-04-24,2019-04-24T19:58:19,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/55205,,,"Aprovada a Redação Final assinada pelo Dep. Ricardo Barros (PP-PR), membro da Comissão Mista.",1
2187337-58,https://dadosabertos.camara.leg.br/api/v2/votacoes/2187337-58,2019-04-24,2019-04-24T19:56:06,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/55205,,,Rejeitada a Emenda nº 8.,0
2187337-55,https://dadosabertos.camara.leg.br/api/v2/votacoes/2187337-55,2019-04-24,2019-04-24T19:35:32,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/55205,,,Rejeitada a Emenda nº 2.,0
2187337-52,https://dadosabertos.camara.leg.br/api/v2/votacoes/2187337-52,2019-04-24,2019-04-24T19:31:18,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/55205,,,Mantido o texto.,
2187337-48,https://dadosabertos.camara.leg.br/api/v2/votacoes/2187337-48,2019-04-24,2019-04-24T19:25:13,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/55205,,,"Aprovada a Medida Provisória nº 859 de 2018, na forma do Projeto de Lei de Conversão nº 3, de 2019, ressalvados os destaques.",1
2187337-47,https://dadosabertos.camara.leg.br/api/v2/votacoes/2187337-47,2019-04-24,2019-04-24T19:24:49,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/55205,,,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",1
2187337-44,https://dadosabertos.camara.leg.br/api/v2/votacoes/2187337-44,2019-04-24,2019-04-24T19:09:59,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/55205,,,Aprovado o Requerimento.,1
2187337-40,https://dadosabertos.camara.leg.br/api/v2/votacoes/2187337-40,2019-04-24,2019-04-24T18:22:34,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/55205,,,Rejeitado o Requerimento.,0
2193540-139,https://dadosabertos.camara.leg.br/api/v2/votacoes/2193540-139,2019-04-24,2019-04-24T18:08:58,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/55205,,,"Aprovada a Redação Final assinada pelo Relator, Dep. Paulo Pereira da Silva (SOLIDARIEDADE-SP).",1
2193540-137,https://dadosabertos.camara.leg.br/api/v2/votacoes/2193540-137,2019-04-24,2019-04-24T18:03:35,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/eventos/55205,,,Rejeitada a Emenda do Senado Federal nº 5.,0
